,UBIGEO,P1$01,P1$02,P1$03,P1$04,P1$05,P1$06,P1$07,P1$08,P1$09,P1$10,P1$11,P1$12,P1$13,P1$14,P1$15,P1$16,P1$17,P1$18,P1$19,P1$20,P1$21,P2A1$1,P2A1$2,P2A1$3,P2A1$4,P507,P207,P208A,P301A,Region,REGION
121,150135,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,5,5,3,2,1,50,8,15,LIMA
122,150135,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.5,2.5,2.5,2.0,2.5,3,3,3,3,2,2,63,4,15,LIMA
123,150110,1.0,2.0,2.0,2.5,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3,5,2,2,2,1,61,6,15,LIMA
124,150110,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3,3,3,3,2,1,29,9,15,LIMA
125,150110,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,3,1,53,9,15,LIMA
126,150110,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,8,2,62,8,15,LIMA
127,150121,2.0,2.0,4.0,2.0,2.5,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2,2,2,5,8,1,52,6,15,LIMA
128,150121,1.0,1.0,1.0,1.0,2.5,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.5,1.0,1.0,1.0,3,4,3,3,8,2,70,6,15,LIMA
129,150121,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,2,2,2,42,10,15,LIMA
130,150601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,2,8,2,66,4,15,LIMA
131,150601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,1,43,9,15,LIMA
132,150601,2.0,2.0,3.0,2.5,2.0,2.0,2.5,2.5,1.0,3.0,2.5,1.0,1.0,2.0,2.0,2.5,2.5,2.5,2.5,2.0,2.5,4,4,5,4,2,1,53,7,15,LIMA
133,150601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,2,44,3,15,LIMA
134,150601,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,1,1,51,6,15,LIMA
135,150507,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,54,6,15,LIMA
136,150507,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,41,5,15,LIMA
137,150507,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,61,5,15,LIMA
138,150507,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,50,8,15,LIMA
139,150505,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,2,2,45,6,15,LIMA
140,150505,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3,3,3,4,3,1,42,9,15,LIMA
141,150505,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,8,2,54,6,15,LIMA
142,150505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,51,8,15,LIMA
143,150505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,59,8,15,LIMA
144,150505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,8,1,62,6,15,LIMA
145,170102,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,3.0,2.5,4,2,2,2,8,1,38,8,17,MADRE DE DIOS
146,170102,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.5,1.0,2.5,2.0,2.5,4,2,3,3,8,2,20,9,17,MADRE DE DIOS
147,170102,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2,2,2,2,2,42,6,17,MADRE DE DIOS
148,180101,1.0,1.0,3.0,2.5,2.5,1.0,1.0,2.0,1.0,2.5,2.5,1.0,1.0,3.0,3.0,3.0,2.5,2.5,2.5,1.0,2.5,3,2,2,3,2,2,74,3,18,MOQUEGUA
149,180101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,2,1,75,11,18,MOQUEGUA
150,180101,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4,2,2,2,3,2,26,11,18,MOQUEGUA
151,180101,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,3,1,33,11,18,MOQUEGUA
152,190113,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,4,3,4,3,3,2,32,10,19,PASCO
153,190113,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2,3,4,4,8,1,20,9,19,PASCO
154,190113,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,3,3,3,2,2,52,6,19,PASCO
155,190113,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4,3,3,3,3,1,51,10,19,PASCO
156,190113,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,8,1,78,5,19,PASCO
157,190113,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3,3,3,3,8,2,49,8,19,PASCO
158,190113,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,3,3,8,1,26,10,19,PASCO
159,190113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,3,3,1,67,10,19,PASCO
160,200501,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4,4,5,5,3,1,78,3,20,PIURA
161,200501,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,5,5,3,2,42,10,20,PIURA
162,200501,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,5,1,5,5,8,2,29,8,20,PIURA
163,200501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,3,2,61,4,20,PIURA
164,200501,2.5,2.5,3.0,2.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,1.0,1.0,2.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3,3,5,5,2,2,60,4,20,PIURA
165,200501,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,3,3,2,2,8,2,68,3,20,PIURA
166,200601,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3,3,3,3,8,2,69,8,20,PIURA
167,200601,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,3,3,8,1,71,11,20,PIURA
168,200601,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5,3,5,5,3,2,48,10,20,PIURA
169,200601,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3,3,5,5,2,2,48,6,20,PIURA
170,200601,2.5,2.5,2.0,2.0,2.0,3.0,3.0,2.5,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,1.0,3,5,5,5,8,2,85,4,20,PIURA
171,200605,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,2,2,2,3,1,24,9,20,PIURA
172,200605,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.5,2.5,2.5,2,3,5,5,2,1,70,3,20,PIURA
173,200605,4.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4,3,5,5,2,2,65,3,20,PIURA
174,200605,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3,2,2,3,8,2,42,6,20,PIURA
175,200605,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3,3,3,2,3,2,27,10,20,PIURA
176,200406,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,5,2,36,5,20,PIURA
177,200406,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,3,2,5,4,1,28,6,20,PIURA
178,200406,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,62,3,20,PIURA
179,200406,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,4,2,35,3,20,PIURA
180,200406,4.0,3.0,3.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5,5,3,3,5,2,67,4,20,PIURA
181,200406,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4,4,4,4,5,2,58,6,20,PIURA
182,200406,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,43,4,20,PIURA
183,200406,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,2,3,3,2,1,76,3,20,PIURA
184,211101,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4,2,5,5,2,1,36,6,21,PUNO
185,211101,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,8,2,75,1,21,PUNO
186,211101,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3,3,3,3,8,2,31,8,21,PUNO
187,220809,2.5,2.5,3.0,2.5,2.0,1.0,2.0,2.0,2.5,3.0,2.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,1.0,5,5,5,5,8,2,36,4,22,SAN MARTIN
188,220809,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.0,2.5,2.5,2.5,2.5,2.5,4,5,5,2,8,2,84,4,22,SAN MARTIN
189,220809,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,3,2,8,2,33,3,22,SAN MARTIN
190,220809,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,5,8,2,33,6,22,SAN MARTIN
191,220910,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4,3,3,3,4,2,62,3,22,SAN MARTIN
192,220910,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,8,2,79,3,22,SAN MARTIN
193,220910,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,49,6,22,SAN MARTIN
194,220910,2.5,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.5,2,3,3,3,2,1,53,5,22,SAN MARTIN
195,220910,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,2,2,3,2,62,8,22,SAN MARTIN
196,220910,2.0,2.0,2.0,2.5,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4,3,3,2,5,1,70,8,22,SAN MARTIN
197,220601,1.0,1.0,3.0,2.5,2.5,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4,3,3,3,8,2,63,8,22,SAN MARTIN
198,220601,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,75,8,22,SAN MARTIN
199,220601,3.0,3.0,3.0,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,3.0,2.5,5,2,5,5,2,1,26,6,22,SAN MARTIN
200,220601,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3,5,5,5,1,1,49,9,22,SAN MARTIN
201,230110,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,5,5,3,2,42,8,23,TACNA
202,230110,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3,5,5,5,4,2,39,6,23,TACNA
203,230110,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,8,2,21,9,23,TACNA
204,230110,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.5,2.5,2.5,2.5,2.5,3,3,3,3,8,1,19,5,23,TACNA
205,240101,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,58,3,24,TUMBES
206,240101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,1,72,9,24,TUMBES
207,240101,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,3,3,3,1,1,63,4,24,TUMBES
208,240101,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,3,1,48,8,24,TUMBES
209,240101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,67,3,24,TUMBES
210,240102,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,8,2,90,3,24,TUMBES
211,240102,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.5,2.0,2.5,3,3,3,3,2,1,70,5,24,TUMBES
212,240102,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,4,1,39,6,24,TUMBES
213,240102,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.5,3,5,3,3,4,1,25,4,24,TUMBES
214,240102,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,2.0,2.5,1.0,2.5,3.0,2.5,3,3,3,3,5,1,43,6,24,TUMBES
215,250101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,68,8,25,UCAYALI
216,250101,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,2,1,20,4,25,UCAYALI
217,250101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4,3,3,3,5,2,21,9,25,UCAYALI
218,250101,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,2,2,36,6,25,UCAYALI
219,230102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,2,1,49,6,23,TACNA
220,230102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,2,63,3,23,TACNA
221,230102,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,59,1,23,TACNA
222,230102,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3,3,3,3,8,2,66,3,23,TACNA
223,180106,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3,3,3,2,4,1,20,6,18,MOQUEGUA
224,180106,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4,2,2,4,2,2,27,10,18,MOQUEGUA
225,180106,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4,3,3,2,2,1,74,4,18,MOQUEGUA
226,180106,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3,5,5,5,8,1,86,3,18,MOQUEGUA
227,180106,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,5,5,2,8,2,44,6,18,MOQUEGUA
228,120607,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,2,1,63,4,12,JUNIN
229,120607,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4,5,5,5,7,1,39,6,12,JUNIN
230,120607,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,5,5,5,2,1,59,4,12,JUNIN
231,120607,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,2.5,2,5,5,5,2,1,41,6,12,JUNIN
232,120607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.5,2.5,2.5,2.5,3,5,5,5,2,1,61,4,12,JUNIN
233,120607,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,1,37,6,12,JUNIN
234,70101,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2,2,3,2,5,2,21,9,7,CALLAO
235,70101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,5,5,5,2,2,36,6,7,CALLAO
236,70101,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.5,2.5,2.0,2.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.5,2.0,2.5,2,2,2,2,8,2,44,7,7,CALLAO
237,70101,2.0,2.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.5,1.0,2.5,1.0,1.0,3,2,2,2,2,2,59,6,7,CALLAO
238,150142,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,8,2,19,7,15,LIMA
239,150142,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3,3,3,3,8,1,43,6,15,LIMA
240,150142,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3,3,3,3,2,2,43,6,15,LIMA
241,150142,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3,3,3,3,4,1,50,6,15,LIMA
242,150142,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,3,3,8,2,42,5,15,LIMA
